sentence,emotion
i still feel so stunned and shocked,suprise
i dont know but when i see him i feels really satisfied and happy i aroused my courage and thanks to my friend i managed to get a picture with him,joy
i feel like i know you and youd be miserable anyplace else,sad
i feel the needy one here and i don t like that,sad
i have a lot to do but i am glad to be back and feeling invigorated,joy
i started to feel like a petty monarch saying no i will not open my gigantic document put one line of html into it and upload it onto the internet you cannot have that sixty seconds of my time human,anger
i stand there and give him like a minute and then i started feeling slutty i also feel absolutely nothing when people rim me i tell him i want to gtfo,love
im glad because i feel i indulged his romantic wants quite enough already,love
i can actually feel tender muscles,love
i am feeling much more invigorated and healthy than last week no longer sick,joy
i was feeling what it was that drove me to do something so vicious to myself what was going through my mind,anger
im feeling kind of lame,sad
i guess she tells us everyday and she never fails to make me feel amazed,suprise
im just feeling very impatient,anger
i could have been in ecuador with my wife rahel this week but refrained from travelling because i did not feel comfortable in spending thousands of dollars just for a week,joy
